name,nada,stk,make,model,year,odometer,age,cost
Chevy,"$20,150 ",CP323143,Honda,Camry SE,2015,"27,836",110,"$22,961 "
Chevy,"$11,400 ",C359717,Honda,Camry SE,2014,"26,658",45,"$12,095 "
Chevy,"$16,100 ",C290189,Honda,Camry SE,2014,"25,667",28,"$16,791 "
Chevy,"$13,250 ",CP172957,Honda,Camry SE,2013,"25,335",75,"$15,468 "
Chevy,"$21,550 ",CP650663,Honda,Camry SE,2013,"25,320",5,"$23,364 "
Chevy,"$30,400 ",CP516320,Honda,Camry SE,2014,"24,512",47,"$30,191 "
Chevy,"$14,975 ",CP606601,Honda,Camry SE,2012,"23,901",46,"$15,759 "
Chevy,"$33,850 ",CP174028,Honda,Camry SE,2013,"23,798",15,"$30,072 "
Chevy,"$11,300 ",CP625772,Honda,Camry SE,2013,"23,711",25,"$13,734 "
Chevy,"$14,275 ",CP464058,Honda,Camry SE,2013,"21,868",46,"$15,075 "
Chevy,"$33,850 ",C015667,Honda,Camry SE,2014,"20,584",71,"$34,159 "
Chevy,"$15,800 ",C321816,Honda,Camry SE,2015,"20,482",59,"$15,406 "
Chevy,"$22,550 ",CP506887,Honda,Camry SE,2015,"19,985",62,"$22,570 "
Chevy,"$16,475 ",CPY28795,Honda,Camry SE,2012,"19,496",47,"$17,317 "
Chevy,"$12,350 ",C259802,Honda,Camry SE,2014,"19,229",32,"$13,237 "
Chevy,"$27,950 ",C729508,Honda,Camry SE,2015,"18,972",46,"$28,525 "
Chevy,"$34,500 ",CPB45026,Honda,Camry SE,2015,"18,783",102,"$34,616 "
Chevy,"$14,700 ",C640726,Honda,Camry SE,2013,"17,336",3,"$13,000 "
Chevy,"$24,475 ",CP721324,Honda,Camry SE,2014,"16,516",41,"$24,958 "
Chevy,"$33,450 ",CP540426,Honda,Camry SE,2015,"16,416",19,"$35,127 "
Chevy,"$16,025 ",C154994,Honda,Camry SE,2015,"16,001",69,"$16,456 "
Chevy,"$23,025 ",CP125637,Honda,Camry SE,2015,"15,391",5,"$23,375 "
Chevy,"$17,575 ",C207121,Honda,Camry SE,2013,"14,753",26,"$18,877 "
Chevy,"$19,450 ",C401611,Honda,Camry SE,2014,"13,362",12,"$20,112 "
Chevy,"$17,650 ",C048936,Honda,Camry SE,2015,"12,211",45,"$17,089 "
Chevy,"$25,225 ",C517779,Honda,Camry SE,2015,"11,701",110,"$23,656 "
Chevy,"$12,850 ",C276027,Honda,Camry SE,2014,"11,047",22,"$13,283 "
Chevy,"$12,675 ",CP423822,Honda,Camry SE,2015,"10,063",47,"$11,493 "
Chevy,"$19,250 ",C284733,Honda,Camry SE,2015,"9,531",42,"$20,865 "
Chevy,"$32,825 ",C332806,Honda,Camry SE,2014,"9,099",39,"$33,624 "
Chevy,"$25,200 ",C752783,Honda,Camry SE,2014,"6,566",11,"$25,589 "
Chevy,"$17,200 ",CP372059,Honda,Camry SE,2015,"3,296",82,"$21,396 "
Chevy,"$24,025 ",CP766151,Honda,Camry SE,2015,"3,286",55,"$27,261 "
Chevy,"$26,150 ",C467246,Honda,Camry SE,2014,"2,976",63,"$28,941 "
Chevy,"$17,600 ",CP356515,Honda,Camry SE,2015,"2,444",55,"$22,510 "
Chevy,"$42,675 ",C618188,Honda,Camry SE,2015,"1,601",18,"$43,298 "
Chevy,"$12,375 ",CP903824,Honda,Camry SE,2015,"1,189",55,"$16,030 "
Chevy,"$12,375 ",CP907072,Honda,Camry SE,2015,101,55,"$15,567 "
Chevy,"$17,600 ",CP481606,Honda,Camry SE,2015,34,55,"$21,578 "
Chevy,"$12,375 ",CP907339,Honda,Camry SE,2015,20,55,"$16,003 "
Chevy,"$17,600 ",CP482611,Honda,Camry SE,2015,12,55,"$21,194 "
